epoch,train_loss,val_auc_pr,val_auc_roc,val_csi,val_f1,epoch_sec
1,0.010269379200220793,0.15079404331336102,0.8404011912162872,0.1666801228907369,0.2857340578971139,3450.1062712669373
2,0.009826514503767347,0.15572152827716973,0.8481364084902281,0.16371319624339958,0.28136347816950885,3346.4238228797913
3,0.009227479529929243,0.1565536555559972,0.8612724399407866,0.16190845390390202,0.2786939941092691,3256.59987282753
4,0.007532052911169286,0.15487081080628207,0.856589686679895,0.16073390137458066,0.2769521958206512,3217.5727899074554
5,0.006282813237377036,0.15448926116255454,0.8547942170215469,0.16216288120648242,0.2790708322023422,3216.801456928253
