epoch,train_loss,val_auc_pr,val_auc_roc,val_csi,val_f1,epoch_sec
1,0.010919510667474989,0.08958993725194184,0.7250927101717247,0.12292505271228675,0.21893723435126233,1052.601107120514
2,0.010396536521744939,0.06436538940936148,0.7193634890777915,0.10581141410432329,0.19137334405257084,1054.7066807746887
3,0.010267520395035926,0.08982385056686659,0.7142345038014908,0.12183415226423328,0.21720528300610487,1053.317458152771
4,0.010045453886656711,0.09267306139481925,0.698732350079821,0.12558233373684016,0.22314197721976894,1054.630115032196
5,0.00966689100739761,0.09109834007695142,0.681292330635934,0.12903965565904602,0.2285830351702264,1051.9632828235626
6,0.009349571193198267,0.09416342334039321,0.7008262754200726,0.13144343673716657,0.2323464566929134,1050.9220023155212
7,0.009058911798862167,0.09407757179925455,0.695129658832754,0.13121116597729635,0.23198350568602816,1050.1159989833832
8,0.008654259933302036,0.09306785584442998,0.685412407077473,0.13111162567016368,0.2318279163517259,1051.9937727451324
